0;1;0.993579512597646
0;2;0.9801509908000696
0;3;0.9589411094585302
0;4;0.929267499760506
0;5;0.8920059754355443
0;6;0.8331799945496005
0;7;0.7450746392365153
0;8;0.6574461552825419
0;9;0.5473706153019557
0;10;0.4395515157134714
1;0;0.9935795125976461
1;2;0.9908325934028913
1;3;0.9742539815289801
1;4;0.9469234672587868
1;5;0.9110692335267182
1;6;0.853122692586497
1;7;0.7649892545491229
1;8;0.6782624195929737
1;9;0.5692986785688079
1;10;0.46571172052631243
2;0;0.9801509908000695
2;1;0.9908325934028914
2;3;0.9909170805966295
2;4;0.9693590996172031
2;5;0.9370303219801659
2;6;0.883045243644049
2;7;0.7974825230157746
2;8;0.7122028023371807
2;9;0.6040748750048175
2;10;0.5009032129521361
3;0;0.9589411094585303
3;1;0.9742539815289801
3;2;0.9909170805966295
3;4;0.9868396074446324
3;5;0.9614585351679362
3;6;0.9127768721316192
3;7;0.8356794264979446
3;8;0.754957434839938
3;9;0.6502700924893998
3;10;0.5496293580015755
4;0;0.9292674997605062
4;1;0.946923467258787
4;2;0.9693590996172031
4;3;0.9868396074446325
4;5;0.9848225256371009
4;6;0.9462471094759299
4;7;0.8764636236077906
4;8;0.8002886291437595
4;9;0.7027701888327161
4;10;0.6064440305172617
5;0;0.8920059754355445
5;1;0.9110692335267181
5;2;0.9370303219801659
5;3;0.9614585351679362
5;4;0.9848225256371009
5;6;0.9791958617118723
5;7;0.9244923569126454
5;8;0.8554183965308148
5;9;0.7624786562573848
5;10;0.6673649060490806
6;0;0.8331799945496003
6;1;0.853122692586497
6;2;0.8830452436440491
6;3;0.9127768721316191
6;4;0.9462471094759299
6;5;0.9791958617118723
6;7;0.9689727551713866
6;8;0.9143237322718313
6;9;0.8331666792816267
6;10;0.7426678560096003
7;0;0.7450746392365153
7;1;0.7649892545491228
7;2;0.7974825230157746
7;3;0.8356794264979446
7;4;0.8764636236077906
7;5;0.9244923569126455
7;6;0.9689727551713867
7;8;0.9702297898949752
7;9;0.9095362093505603
7;10;0.8309981513573597
8;0;0.6574461552825419
8;1;0.6782624195929738
8;2;0.7122028023371807
8;3;0.754957434839938
8;4;0.8002886291437595
8;5;0.8554183965308148
8;6;0.9143237322718313
8;7;0.9702297898949753
8;9;0.9682982459330959
8;10;0.9051134000760166
9;0;0.5473706153019559
9;1;0.5692986785688078
9;2;0.6040748750048176
9;3;0.6502700924893998
9;4;0.7027701888327161
9;5;0.7624786562573848
9;6;0.8331666792816268
9;7;0.9095362093505603
9;8;0.9682982459330959
9;10;0.9655420880262487
10;0;0.43955151571347134
10;1;0.4657117205263125
10;2;0.5009032129521361
10;3;0.5496293580015755
10;4;0.6064440305172617
10;5;0.6673649060490807
10;6;0.7426678560096002
10;7;0.8309981513573597
10;8;0.9051134000760167
10;9;0.9655420880262489
